0,2,2
0,11,2
0,16,1
0,18,3
0,28,1
0,219,2
1,3,1
1,4,1
1,16,4
1,19,2
1,26,3
1,29,2
1,220,2
2,0,2
2,5,1
2,9,1
2,53,2
3,1,1
3,8,1
3,10,1
3,16,1
3,19,2
3,54,1
4,1,1
4,8,1
4,10,1
4,17,1
4,27,3
4,30,1
5,2,1
5,10,2
5,13,1
5,31,1
6,9,1
6,10,1
6,14,1
6,55,4
6,56,2
7,13,5
8,3,1
8,4,1
8,30,3
9,2,1
9,6,1
9,13,1
9,15,1
9,28,1
9,31,1
9,55,2
10,3,1
10,4,1
10,5,2
10,6,1
10,12,1
10,16,11
10,17,5
10,30,1
10,56,2
11,0,2
11,19,1
11,27,2
11,30,1
11,31,1
11,55,2
12,10,1
12,19,2
12,29,1
12,30,1
12,32,1
12,56,5
13,5,1
13,7,5
13,9,1
13,13,1
13,14,2
13,30,1
13,31,1
13,32,1
13,55,7
13,56,2
14,6,1
14,13,2
14,14,1
14,31,2
14,34,2
14,35,2
15,9,1
16,0,1
16,1,4
16,3,1
16,10,11
17,4,1
17,10,5
17,27,3
18,0,3
18,19,2
19,1,2
19,3,2
19,11,1
19,12,2
19,18,2
19,30,2
20,21,2
20,22,2
20,23,2
20,52,4
21,20,2
21,24,2
22,20,2
22,25,2
23,20,2
23,26,2
24,21,2
24,27,2
24,40,2
24,41,2
25,22,2
25,28,2
25,40,2
25,42,2
25,53,4
26,1,3
26,23,2
26,29,2
26,42,2
27,4,3
27,11,2
27,17,3
27,24,2
27,30,2
27,40,2
27,41,2
28,0,1
28,9,1
28,25,2
28,31,2
28,40,2
28,42,2
29,1,2
29,12,1
29,26,2
29,32,2
29,41,4
29,42,2
30,4,1
30,8,3
30,10,1
30,11,1
30,12,1
30,13,1
30,19,2
30,27,2
30,33,2
30,43,2
30,44,2
31,5,1
31,9,1
31,11,1
31,13,1
31,14,2
31,28,2
31,34,2
31,43,2
31,45,2
32,12,1
32,13,1
32,29,2
32,35,2
32,44,2
32,45,2
33,30,2
33,46,2
33,47,2
34,14,2
34,31,2
34,46,2
34,48,2
35,14,2
35,32,2
35,47,2
35,48,2
36,39,2
36,46,2
36,47,2
37,39,2
37,46,2
37,48,2
38,39,2
38,47,2
38,48,2
39,36,2
39,37,2
39,38,2
39,46,2
39,47,2
39,48,2
40,24,2
40,25,2
40,27,2
40,28,2
40,43,2
41,24,2
41,27,2
41,29,4
41,44,2
42,25,2
42,26,2
42,28,2
42,29,2
43,30,2
43,31,2
43,40,2
43,46,2
44,30,2
44,32,2
44,41,2
44,47,2
45,31,2
45,32,2
46,33,2
46,34,2
46,36,2
46,37,2
46,39,2
46,43,2
47,33,2
47,35,2
47,36,2
47,38,2
47,39,2
47,44,2
48,34,2
48,35,2
48,37,2
48,38,2
48,39,2
49,52,2
50,53,1
51,52,1
51,54,1
52,20,4
52,49,2
52,51,1
53,2,2
53,25,4
53,50,1
54,3,1
54,51,1
55,6,4
55,9,2
55,11,2
55,13,7
56,6,2
56,10,2
56,12,5
56,13,2
57,58,3
57,141,1
57,150,1
57,426,1
58,57,3
58,64,4
58,149,1
58,150,2
58,151,3
59,60,7
59,116,1
59,150,1
59,157,2
59,158,1
59,243,1
60,59,7
60,143,1
60,159,5
61,62,2
61,79,1
61,150,1
61,154,3
62,61,2
62,70,3
62,151,3
62,155,3
63,65,1
63,67,3
63,141,1
63,142,1
63,154,3
63,243,2
64,58,4
64,68,3
64,70,1
64,74,2
64,80,1
64,140,1
64,151,3
64,155,1
65,63,1
65,66,3
65,150,1
65,152,4
65,183,1
66,65,3
66,68,1
66,70,1
66,153,3
66,184,1
66,187,4
67,63,3
67,71,6
67,72,2
67,73,1
67,74,2
68,64,3
68,66,1
68,72,1
68,159,1
68,439,1
69,71,3
69,73,1
69,77,1
69,145,1
69,154,1
69,160,5
69,204,1
69,219,2
69,433,1
69,437,1
70,62,3
70,64,1
70,66,1
70,72,5
70,144,1
70,151,4
70,161,4
70,245,2
70,249,1
70,439,2
71,67,6
71,69,3
71,72,1
71,145,9
71,148,2
71,185,2
71,208,1
72,67,2
72,68,1
72,70,5
72,71,1
72,74,3
72,78,4
72,146,2
72,186,2
72,234,1
73,67,1
73,69,1
73,152,1
74,64,2
74,67,2
74,72,3
74,150,1
74,151,1
75,76,9
75,77,18
75,150,2
75,158,8
75,169,8
75,185,1
75,445,1
76,75,9
76,76,2
76,78,2
76,80,1
76,151,1
76,157,1
76,159,25
76,170,10
76,184,1
76,186,3
76,445,3
76,446,3
77,69,1
77,75,18
77,78,7
77,154,2
77,160,2
77,183,3
77,187,5
78,72,4
78,76,2
78,77,7
78,151,1
78,155,6
78,161,3
78,169,2
78,184,3
78,188,4
78,209,1
78,216,2
79,61,1
79,80,6
79,183,3
79,200,2
79,439,1
80,64,1
80,76,1
80,79,6
81,82,1
81,141,3
81,147,4
81,181,1
81,182,2
82,81,1
82,147,5
82,208,1
83,116,1
83,183,3
84,117,4
84,153,3
84,184,5
84,188,1
85,243,2
85,244,1
85,247,3
85,439,3
86,105,2
86,166,16
86,184,1
86,242,1
87,108,1
87,110,1
87,112,2
88,98,1
88,109,6
88,294,2
88,439,2
89,90,2
89,99,1
89,101,1
89,255,1
90,89,2
90,94,2
90,101,1
90,185,1
90,189,1
90,213,1
90,235,5
90,236,3
90,252,2
90,257,1
91,171,41
91,172,61
91,182,3
91,193,7
91,194,2
91,213,3
92,171,16
92,172,10
92,175,3
92,176,2
92,196,5
92,197,2
92,199,2
92,200,3
92,216,17
92,217,2
92,439,1
93,95,7
93,166,3
93,183,3
93,230,2
93,247,1
94,90,2
94,95,16
94,166,3
94,200,2
95,93,7
95,94,16
95,166,4
95,199,8
96,96,1
96,101,1
96,105,1
96,106,11
96,107,8
96,166,1
96,193,1
96,270,2
96,324,1
97,106,2
97,107,3
97,166,15
97,173,8
97,199,3
97,200,2
97,215,2
97,216,3
97,217,4
97,439,3
98,88,1
98,106,4
98,107,2
98,166,3
98,174,9
98,215,1
98,218,8
99,89,1
99,100,6
99,144,1
99,185,1
99,199,5
99,255,1
99,287,1
100,99,6
100,105,4
100,199,9
100,200,2
100,258,5
100,259,6
100,260,16
100,275,1
101,89,1
101,90,1
